meta/task,meta/agent_name,meta/dataset_class,meta/git_commit,meta/dataset_dir,meta/train_dataset_path,meta/val_dataset_path,meta/train_dataset_sha256,meta/val_dataset_sha256,meta/hostname,meta/platform,meta/python_version,meta/jax_backend,meta/jax_devices,meta/jax_device_count,params/total_count,params/value_count,params/actor_count,params/critic_count,params/target_value_count,training/actor/action_saturation_frac,training/actor/actor_loss,training/actor/bc_loss,training/actor/q_loss,training/actor/q_mean,training/critic/categorical_accuracy,training/critic/contrastive_loss,training/critic/logits_pos,training/critic/q_mean,training/critic/score_margin,training/critic/v_mean,training/grad/actor_global_norm,training/grad/critic_global_norm,training/grad/global_norm,time/sps,time/step_time,time/update_count,time/samples_seen,time/eval_count,time/total_time,time/train_wall_clock,time/hours_elapsed,time/samples_per_second,compute/total_param_updates,compute/critic_param_updates,compute/value_param_updates,compute/total_param_samples,compute/critic_param_samples,compute/value_param_samples,params/critic_abs_mean,batch/value_goal_source_current_frac,batch/value_goal_source_traj_frac,batch/value_goal_source_random_frac,batch/value_goal_horizon_mean,batch/value_goal_horizon_std,batch/value_goal_maze_xy_distance_mean,batch/value_goal_maze_xy_distance_std,batch/value_goal_maze_path_available_frac,batch/value_goal_maze_path_len_mean,batch/value_goal_maze_path_len_std,batch/value_goal_maze_path_short_frac,batch/value_goal_maze_path_medium_frac,batch/value_goal_maze_path_long_frac,action/policy_behavior_mse,step
antmaze-medium-stitch-v0,crl,GCDataset,68dffffa30b4399ba8e2743c4de83bc78aacabbe,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0.npz,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0-val.npz,b3fa34eef8d24dc812d734abaf74db279a5f39cd63debf23961d62c314d71e99,3015f74bb9d0f0fef0037d310c2be157b78af2c613f8cb0579f1de018e7c0af0,xgpi23,Linux-6.8.0-100-generic-x86_64-with-glibc2.39,3.10.19,gpu,cuda:0,1,8057368,0,559624,7497744,0,0.044921875,1.7661169,0.7726336,0.99348325,-10.008085,0.48828125,0.0031387056,-1.7557396,-1.7557396,14.941872,7.62605,0.1819822,0.08607874,0.20131338,1873042.2786293486,0.01067780556678772,220000,225280000,3,1931.9969985485077,1931.9969985485077,0.536665832930141,1873042.2786293486,1772620960000.0,1649503680000.0,0.0,1815163863040000.0,1689091768320000.0,0.0,0.09226056188344955,0.0,1.0,0.0,57.7080078125,47.80534765065451,2.9379916191101074,3.1760101318359375,1.0,0.861328125,1.1859811807461298,0.951171875,0.048828125,0.0,0.09311152249574661,220000
antmaze-medium-stitch-v0,crl,GCDataset,68dffffa30b4399ba8e2743c4de83bc78aacabbe,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0.npz,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0-val.npz,b3fa34eef8d24dc812d734abaf74db279a5f39cd63debf23961d62c314d71e99,3015f74bb9d0f0fef0037d310c2be157b78af2c613f8cb0579f1de018e7c0af0,xgpi23,Linux-6.8.0-100-generic-x86_64-with-glibc2.39,3.10.19,gpu,cuda:0,1,8057368,0,559624,7497744,0,0.044189453,1.7675295,0.7753247,0.99220484,-9.985321,0.51953125,0.0030866116,-1.6902313,-1.6902313,15.072433,5.922862,0.1912852,0.20979454,0.28390807,2730000.016743984,0.007325997281074524,240000,245760000,3,2078.516944169998,2078.516944169998,0.5773658178249995,2730000.016743984,1933768320000.0,1799458560000.0,0.0,1980178759680000.0,1842645565440000.0,0.0,0.09475398808717728,0.0,1.0,0.0,54.5048828125,45.03178104720201,2.6955366134643555,3.1133503913879395,1.0,0.76171875,1.1583002831297406,0.9560546875,0.0439453125,0.0,0.09996739029884338,240000
antmaze-medium-stitch-v0,crl,GCDataset,68dffffa30b4399ba8e2743c4de83bc78aacabbe,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0.npz,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0-val.npz,b3fa34eef8d24dc812d734abaf74db279a5f39cd63debf23961d62c314d71e99,3015f74bb9d0f0fef0037d310c2be157b78af2c613f8cb0579f1de018e7c0af0,xgpi23,Linux-6.8.0-100-generic-x86_64-with-glibc2.39,3.10.19,gpu,cuda:0,1,8057368,0,559624,7497744,0,0.047851562,1.7640004,0.77374715,0.9902532,-9.776972,0.49609375,0.003188041,-1.7365227,-1.7365227,15.059818,9.716139,0.15974736,0.1736897,0.23598164,2728642.4489322193,0.007329642152786255,260000,266240000,3,2225.1097872257233,2225.1097872257233,0.6180860520071454,2728642.4489322193,2094915680000.0,1949413440000.0,0.0,2145193656320000.0,1996199362560000.0,0.0,0.09704569727182388,0.0,1.0,0.0,57.8466796875,46.422008358851464,2.9271109104156494,3.239539623260498,1.0,0.8515625,1.1954656764599099,0.9521484375,0.0478515625,0.0,0.09594899415969849,260000
antmaze-medium-stitch-v0,crl,GCDataset,68dffffa30b4399ba8e2743c4de83bc78aacabbe,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0.npz,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0-val.npz,b3fa34eef8d24dc812d734abaf74db279a5f39cd63debf23961d62c314d71e99,3015f74bb9d0f0fef0037d310c2be157b78af2c613f8cb0579f1de018e7c0af0,xgpi23,Linux-6.8.0-100-generic-x86_64-with-glibc2.39,3.10.19,gpu,cuda:0,1,8057368,0,559624,7497744,0,0.045166016,1.7647038,0.7713217,0.99338204,-9.732935,0.53125,0.0030572577,-1.6764021,-1.6764021,15.355699,6.1310596,0.15391745,0.21983457,0.26836136,2726993.242276236,0.007334074914455414,280000,286720000,3,2371.7912855148315,2371.7912855148315,0.6588309126430087,2726993.242276236,2256063040000.0,2099368320000.0,0.0,2310208552960000.0,2149753159680000.0,0.0,0.09913624078035355,0.0,1.0,0.0,57.4599609375,46.14107060822791,2.9640445709228516,3.2431564331054688,1.0,0.8544921875,1.1764781825437585,0.9619140625,0.0380859375,0.0,0.09005425870418549,280000
antmaze-medium-stitch-v0,crl,GCDataset,68dffffa30b4399ba8e2743c4de83bc78aacabbe,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0.npz,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0-val.npz,b3fa34eef8d24dc812d734abaf74db279a5f39cd63debf23961d62c314d71e99,3015f74bb9d0f0fef0037d310c2be157b78af2c613f8cb0579f1de018e7c0af0,xgpi23,Linux-6.8.0-100-generic-x86_64-with-glibc2.39,3.10.19,gpu,cuda:0,1,8057368,0,559624,7497744,0,0.041748047,1.767537,0.7743565,0.9931805,-10.199631,0.5234375,0.0029970605,-1.5587065,-1.5587065,15.888073,6.6967993,0.17338248,0.17078611,0.24337086,2726990.5916469665,0.007334082043170929,300000,307200000,3,2518.47292637825,2518.47292637825,0.6995758128828472,2726990.5916469665,2417210400000.0,2249323200000.0,0.0,2475223449600000.0,2303306956800000.0,0.0,0.10104246437549591,0.0,1.0,0.0,55.3037109375,44.475398592693274,2.890383243560791,3.198815107345581,1.0,0.8203125,1.1763196960621505,0.951171875,0.048828125,0.0,0.09742540121078491,300000
antmaze-medium-stitch-v0,crl,GCDataset,68dffffa30b4399ba8e2743c4de83bc78aacabbe,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0.npz,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0-val.npz,b3fa34eef8d24dc812d734abaf74db279a5f39cd63debf23961d62c314d71e99,3015f74bb9d0f0fef0037d310c2be157b78af2c613f8cb0579f1de018e7c0af0,xgpi23,Linux-6.8.0-100-generic-x86_64-with-glibc2.39,3.10.19,gpu,cuda:0,1,8057368,0,559624,7497744,0,0.045654297,1.7646003,0.77189064,0.9927097,-9.700634,0.51464844,0.0031340146,-1.7408581,-1.7408581,15.501181,7.202227,0.22777463,0.09344159,0.24619628,2021058.9417215714,0.00989579243659973,320000,327680000,4,2716.3887751102448,2716.3887751102448,0.7545524375306235,2021058.9417215714,2578357760000.0,2399278080000.0,0.0,2640238346240000.0,2456860753920000.0,0.0,0.10278923809528351,0.0,1.0,0.0,55.6376953125,47.615859779079024,2.986511707305908,3.309752941131592,1.0,0.8681640625,1.2180294939300509,0.947265625,0.052734375,0.0,0.09117304533720016,320000
antmaze-medium-stitch-v0,crl,GCDataset,68dffffa30b4399ba8e2743c4de83bc78aacabbe,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0.npz,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0-val.npz,b3fa34eef8d24dc812d734abaf74db279a5f39cd63debf23961d62c314d71e99,3015f74bb9d0f0fef0037d310c2be157b78af2c613f8cb0579f1de018e7c0af0,xgpi23,Linux-6.8.0-100-generic-x86_64-with-glibc2.39,3.10.19,gpu,cuda:0,1,8057368,0,559624,7497744,0,0.04663086,1.7637148,0.77111685,0.99259794,-10.131207,0.53125,0.002954528,-1.4746664,-1.4746664,16.256542,6.183987,0.18980066,0.115252115,0.22205256,2730438.9396118075,0.0073248196125030515,340000,348160000,4,2862.885167360306,2862.885167360306,0.7952458798223072,2730438.9396118075,2739505120000.0,2549232960000.0,0.0,2805253242880000.0,2610414551040000.0,0.0,0.10438836365938187,0.0,1.0,0.0,55.0185546875,45.331705493077045,2.7834668159484863,3.159559965133667,1.0,0.8076171875,1.173894337644828,0.958984375,0.041015625,0.0,0.08948586881160736,340000
antmaze-medium-stitch-v0,crl,GCDataset,68dffffa30b4399ba8e2743c4de83bc78aacabbe,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0.npz,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0-val.npz,b3fa34eef8d24dc812d734abaf74db279a5f39cd63debf23961d62c314d71e99,3015f74bb9d0f0fef0037d310c2be157b78af2c613f8cb0579f1de018e7c0af0,xgpi23,Linux-6.8.0-100-generic-x86_64-with-glibc2.39,3.10.19,gpu,cuda:0,1,8057368,0,559624,7497744,0,0.045410156,1.7633253,0.7722753,0.99105,-9.971531,0.5283203,0.0029767319,-1.5315633,-1.5315633,16.377596,6.41949,0.2042782,0.13026564,0.24227817,2726742.2797928345,0.007334749925136566,360000,368640000,4,3009.580165863037,3009.580165863037,0.8359944905175103,2726742.2797928345,2900652480000.0,2699187840000.0,0.0,2970268139520000.0,2763968348160000.0,0.0,0.10585775226354599,0.0,1.0,0.0,57.35546875,46.62088002674095,2.9086828231811523,3.302924871444702,1.0,0.8603515625,1.2315157840660462,0.9423828125,0.0576171875,0.0,0.09239736199378967,360000
antmaze-medium-stitch-v0,crl,GCDataset,68dffffa30b4399ba8e2743c4de83bc78aacabbe,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0.npz,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0-val.npz,b3fa34eef8d24dc812d734abaf74db279a5f39cd63debf23961d62c314d71e99,3015f74bb9d0f0fef0037d310c2be157b78af2c613f8cb0579f1de018e7c0af0,xgpi23,Linux-6.8.0-100-generic-x86_64-with-glibc2.39,3.10.19,gpu,cuda:0,1,8057368,0,559624,7497744,0,0.043701172,1.7632831,0.77113867,0.99214447,-9.962169,0.5,0.0030104392,-1.614558,-1.614558,16.151117,5.882662,0.19334802,0.18638994,0.26856032,2728814.542153016,0.007329179906845093,380000,389120000,4,3156.163763999939,3156.163763999939,0.8767121566666497,2728814.542153016,3061799840000.0,2849142720000.0,0.0,3135283036160000.0,2917522145280000.0,0.0,0.10718423873186111,0.0,1.0,0.0,57.787109375,49.61680889030236,3.0334579944610596,3.2909340858459473,1.0,0.888671875,1.21325226090207,0.939453125,0.060546875,0.0,0.08966736495494843,380000
antmaze-medium-stitch-v0,crl,GCDataset,68dffffa30b4399ba8e2743c4de83bc78aacabbe,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0.npz,/home/e/e1300530/Recurrent-Offline-RL/.ogbench_data/antmaze-medium-stitch-v0-val.npz,b3fa34eef8d24dc812d734abaf74db279a5f39cd63debf23961d62c314d71e99,3015f74bb9d0f0fef0037d310c2be157b78af2c613f8cb0579f1de018e7c0af0,xgpi23,Linux-6.8.0-100-generic-x86_64-with-glibc2.39,3.10.19,gpu,cuda:0,1,8057368,0,559624,7497744,0,0.051757812,1.7645788,0.7718895,0.99268925,-10.471172,0.53222656,0.0029556258,-1.4184878,-1.4184878,17.018929,5.982272,0.1853427,0.15543509,0.24189252,2724883.4348209877,0.00733975350856781,400000,409600000,4,3302.958834171295,3302.958834171295,0.917488565047582,2724883.4348209877,3222947200000.0,2999097600000.0,0.0,3300297932800000.0,3071075942400000.0,0.0,0.10839026421308517,0.0,1.0,0.0,58.2666015625,45.151980959248874,2.848390579223633,3.1925392150878906,1.0,0.8037109375,1.1674064379824496,0.9580078125,0.0419921875,0.0,0.09156131744384766,400000
